nct_id,section,signal_type,label,detail,source_sentence
NCT05589818,inclusion,biomarker,MET mentioned,MET:unspecified,"Patients may not have a molecular alteration in ALK, ROS1, EGFR, BRAF, NTRK, RET, MET, or any other gene for which first-line FDA approved targeted therapy exists."
NCT05589818,inclusion,biomarker,NTRK mentioned,NTRK:unspecified,"Patients may not have a molecular alteration in ALK, ROS1, EGFR, BRAF, NTRK, RET, MET, or any other gene for which first-line FDA approved targeted therapy exists."
NCT05592626,inclusion,prior_therapy,=1 prior line,==1,"Participants must have histologically confirmed solid tumors that are unresectable, locally advanced, or metastatic and for which standard curative therapies do not exist or are no longer effective or have intolerable toxicities. Participants should not have received more than three regimens of prior therapies for their advanced or metastatic diseases. For Phase 2 Cohorts 8 and 10 (see below), participants should not have received more than one line of prior therapy."
NCT05592626,inclusion,biomarker,MSI-H mentioned,MSI-H:unspecified,Microsatellite Instability (MSI-H)/DNA mismatch repair (dMMR)
NCT05592626,inclusion,biomarker,MSI mentioned,MSI:unspecified,"Solid tumors generally considered as immunogenic (e.g., melanoma and renal cell carcinoma) are eligible without prior testing for TMB, MSI or viral status after the Sponsor's approval."
NCT05592626,inclusion,biomarker,MSI-H mentioned,MSI-H:unspecified,MSI-H/dMMR (not enrolling)
NCT05592626,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"Subjects who have previously received a CPI (e.g., anti-PD-L1, anti-PD-1, anti CTLA 4) prior to enrollment must have CPI immune-related toxicity resolved to either Grade ≤ 1 or baseline (prior to the CPI) to be eligible for enrollment."
NCT05593497,inclusion,biomarker,EGFR mentioned,EGFR:unspecified,"Demonstrate adequate organ function as defined by laboratory parameters including ANC, platelets, hemoglobin, transaminases, albumin, hemoglobin A1C, CrCl or eGFR, PTT and INR (unless anticoagulated, then therapeutic range is acceptable). All screening labs should be performed within 30 days of treatment initiation"
NCT05593497,exclusion,ecog,ECOG 0–1,0-1,"Has had prior chemotherapy, immunotherapy, targeted small molecule therapy, immunosuppressant medication (other than corticosteroids), or radiation therapy within 30 days prior to study Day 1, or who has not recovered (i.e., less than or equal to Grade 1 or at baseline) from adverse events due to a previously administered agent. Note: Subjects with less than or equal to Grade 2 neuropathy are an exception to this criterion and may qualify for the study if ECOG 0-1. Note: A longer washout may be required for drugs with a long half-life (e.g., 30 days or 5 half-lives, whichever is longer)"
NCT05595499,inclusion,biomarker,EGFR mentioned,EGFR:unspecified,Estimated glomerular filtration rate (eGFR) of \>= 30mL/min/1.73m\^2 per the Modification of Diet in Renal Disease (MDRD) calculation
NCT05608252,inclusion,biomarker,HER2 positive,HER2:positive,"Participants must have histologically or cytologically confirmed hormone receptor positive (HR+), HER2 negative metastatic or locally recurrent unresectable invasive breast cancer. ER, PR and HER2 measurements should be performed according to institutional guidelines, in a CLIA-approved setting. Cut-off values for positive/negative staining should be in accordance with current ASCO/CAP (American Society of Clinical Oncology/College of American Pathologists) guidelines."
NCT05608252,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Participants must have histologically or cytologically confirmed hormone receptor positive (HR+), HER2 negative metastatic or locally recurrent unresectable invasive breast cancer. ER, PR and HER2 measurements should be performed according to institutional guidelines, in a CLIA-approved setting. Cut-off values for positive/negative staining should be in accordance with current ASCO/CAP (American Society of Clinical Oncology/College of American Pathologists) guidelines."
NCT05608252,inclusion,ecog,ECOG 2,2-2,ECOG performance status \<2.
NCT05613413,inclusion,ecog,ECOG 0,0-0,"ECOG Performance Status of 0, 1, or 2 within 28 days prior to registration"
NCT05613413,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,Subjects whose tumors have been tested for PD-L1 expression.
NCT05613413,exclusion,biomarker,EGFR mentioned,EGFR:unspecified,"Patients with targetable genomic aberrations for which FDA-approved targeted therapy is available (e.g. ROS1, MET exon 14 skipping mutations, BRAFV600E, ALK, EGFR, ALK, RET, and NTRK fusions)."
NCT05613413,exclusion,biomarker,ALK mentioned,ALK:unspecified,"Patients with targetable genomic aberrations for which FDA-approved targeted therapy is available (e.g. ROS1, MET exon 14 skipping mutations, BRAFV600E, ALK, EGFR, ALK, RET, and NTRK fusions)."
NCT05613413,exclusion,biomarker,ALK mentioned,ALK:unspecified,"Patients with targetable genomic aberrations for which FDA-approved targeted therapy is available (e.g. ROS1, MET exon 14 skipping mutations, BRAFV600E, ALK, EGFR, ALK, RET, and NTRK fusions)."
NCT05613413,exclusion,biomarker,ROS1 mentioned,ROS1:unspecified,"Patients with targetable genomic aberrations for which FDA-approved targeted therapy is available (e.g. ROS1, MET exon 14 skipping mutations, BRAFV600E, ALK, EGFR, ALK, RET, and NTRK fusions)."
NCT05613413,exclusion,biomarker,MET mentioned,MET:unspecified,"Patients with targetable genomic aberrations for which FDA-approved targeted therapy is available (e.g. ROS1, MET exon 14 skipping mutations, BRAFV600E, ALK, EGFR, ALK, RET, and NTRK fusions)."
NCT05613413,exclusion,biomarker,NTRK mentioned,NTRK:unspecified,"Patients with targetable genomic aberrations for which FDA-approved targeted therapy is available (e.g. ROS1, MET exon 14 skipping mutations, BRAFV600E, ALK, EGFR, ALK, RET, and NTRK fusions)."
NCT05613894,inclusion,ecog,ECOG 0–1,0-1,ECOG Performance Status ≤ 1.
NCT05616650,inclusion,ecog,ECOG 0–2,0-2,ECOG performance status \<=2 (Karnofsky \>60%).
NCT05616650,exclusion,biomarker,EGFR mentioned,EGFR:unspecified,"Ineligibility or unwillingness to undergo a contrast-enhanced MRI due to inadequate renal function (eGFR \< 30), severe claustrophobia, a weight above tolerance of the scanner (\> 350 lbs.), a body size unable to fit into the scanner, or implanted devices incompatible with an MRI (implanted cardiac devices, surgical hardware, retained shrapnel, cerebral aneurysm clips, or other incompatible objects."
NCT05620342,inclusion,biomarker,PDL1 mentioned,PDL1:unspecified,Subject must be platinum-refractory and either currently receiving or has previously received a PD1/PDL1 inhibitor
NCT05624996,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"Pathologically (histologically or cytologically) proven diagnosis of non-operable stage IIB or III, node positive (American Joint Committee on Cancer \[AJCC\] eighth edition) non-small cell lung cancer (NSCLC) with known PD-L1 status prior to registration"
NCT05624996,inclusion,ecog,ECOG 0–2,0-2,Eastern Cooperative Oncology Group (ECOG) performance status 0-2
NCT05624996,inclusion,biomarker,EGFR positive,EGFR:positive,"Medical history consistent with the patient being amenable, at the discretion of the treating physician, to allow for treating with consolidation immunotherapy. Patients with known EGFR/ALK/other driver mutation at the time of registration are eligible, and these patients can be treated with consolidation systemic therapy at the discretion of the treating physician"
NCT05624996,inclusion,biomarker,ALK positive,ALK:positive,"Medical history consistent with the patient being amenable, at the discretion of the treating physician, to allow for treating with consolidation immunotherapy. Patients with known EGFR/ALK/other driver mutation at the time of registration are eligible, and these patients can be treated with consolidation systemic therapy at the discretion of the treating physician"
NCT05627960,inclusion,ecog,ECOG 0–2,0-2,ECOG performance status must be ≤2 (Appendix A).
NCT05627960,inclusion,biomarker,PIK3CA positive,PIK3CA:positive,"Subjects with Cohort 2-Breast Cancer ER and/or PR positive, hormone-resistant breast cancer who received 1 or more hormonal (HT) therapies or HT/CD4/6 kinase inhibitor or HT/MTOR inhibitor for treatment of metastatic breast cancer are eligible. If the tumor has known PIK3CA mutation, HT/Alpelisib combination should be considered unless not a candidate for this therapy."
NCT05629494,exclusion,biomarker,EGFR mentioned,EGFR:unspecified,Known severe chronic kidney disease: eGFR \< 30 mL/min/1.73 m2
NCT05630794,inclusion,ecog,ECOG 1,1-1,Have an Eastern Cooperative Oncology Group (ECOG) performance status =\< 1 (Karnofsky \>= 70%)
NCT05633654,inclusion,biomarker,HER2 negative,HER2:negative,"TNBC criteria for the study is defined as estrogen receptor (ER) and progesterone receptor (PR) ≤ 10%, human epidermal growth factor receptor 2 (HER2)-negative per American Society of Clinical Oncology and College of American Pathologists (ASCO/CAP) guidelines (immunohistochemistry (IHC) and/or in situ hybridization (ISH))."
NCT05633654,inclusion,ecog,ECOG 0–1,0-1,Eastern Cooperative Oncology Group (ECOG) performance status 0-1.
NCT05633654,exclusion,biomarker,HER2 mentioned,HER2:unspecified,"Prior treatment with another stimulatory or coinhibitory T-cell receptor agent (eg, cytotoxic T-lymphocyte-associated antigen 4 (CTLA-4), OX-40, cluster of differentiation 137 (CD137), prior treatment with any HER2-directed agent, prior endocrine therapy for \> 4 weeks or planned concurrent endocrine therapy while receiving on-study treatment."
NCT05633654,exclusion,biomarker,BRCA mentioned,BRCA:unspecified,Individuals with germline breast cancer gene (BRCA) mutations.
NCT05639972,inclusion,ecog,ECOG 0,0-0,Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1 at screening.
NCT05642572,inclusion,biomarker,EGFR positive,EGFR:positive,"Participants must have documentation of NSCLC with a sensitizing EGFR mutation and have radiologically or clinically progressed (in the opinion of the treating physician) on osimertinib, alone or in combination with other agent(s), as their most recent line of therapy. Any number of prior lines of therapy is allowed"
NCT05642572,inclusion,biomarker,MET positive,MET:positive,"Participants must have a MET amplification determined by tissue-based or blood-based (circulating tumor DNA \[ctDNA\]) next generation sequencing (NGS) assay. MET amplifications may have been determined based on tissue submitted for testing by Foundation Medicine Inc (FMI) through the LUNGMAP screening protocol or using test results completed outside of the study. Tissue or blood must be obtained after disease progression on osimertinib (alone or in combination with another agent\[s\]). The testing must be done within a laboratory with Clinical Laboratory Improvement Act (CLIA), International Organization for Standardization (ISO)/Independent Ethics Committee (IEC), College of American Pathologists (CAP), or similar certification"
NCT05642572,inclusion,biomarker,MET mentioned,MET:unspecified,"Participants must have a MET amplification determined by tissue-based or blood-based (circulating tumor DNA \[ctDNA\]) next generation sequencing (NGS) assay. MET amplifications may have been determined based on tissue submitted for testing by Foundation Medicine Inc (FMI) through the LUNGMAP screening protocol or using test results completed outside of the study. Tissue or blood must be obtained after disease progression on osimertinib (alone or in combination with another agent\[s\]). The testing must be done within a laboratory with Clinical Laboratory Improvement Act (CLIA), International Organization for Standardization (ISO)/Independent Ethics Committee (IEC), College of American Pathologists (CAP), or similar certification"
